Date,Strategy Return,MACD Return,RSI Return,BB Return,Buy & Hold Returns
2015-08-03,-0.0006772897686120766,0.0,0.0,0.0,-0.0006772897686120766
2015-08-10,-0.0028790190885156232,0.0,0.0,0.0,-0.0028790190885156232
2015-08-17,-0.0686925319961496,0.0,0.0,0.0,-0.0686925319961496
2015-08-24,0.008207926821265771,0.0,0.008207926821265771,0.0,0.008207926821265771
2015-08-31,-0.04274793785722244,0.0,0.0,0.0,-0.04274793785722244
2015-09-07,0.03518890842479242,0.0,0.03518890842479242,0.0,0.03518890842479242
2015-09-14,0.010675631744741327,0.010675631744741327,0.0,0.0,0.010675631744741327
2015-09-22,0.036341944113465134,0.036341944113465134,0.0,0.0,0.036341944113465134
2015-09-30,0.013301734931815915,0.013301734931815915,0.0,0.013301734931815915,0.013301734931815915
2015-10-08,0.0009618764730438169,0.0009618764730438169,0.0,0.0009618764730438169,0.0009618764730438169
2015-10-15,0.022215213011409315,0.022215213011409315,0.0,0.022215213011409315,0.022215213011409315
2015-10-23,-0.008061045829237556,-0.008061045829237556,0.0,-0.008061045829237556,-0.008061045829237556
2015-10-30,-0.017153836135124563,0.0,0.0,0.0,-0.017153836135124563
2015-11-06,-0.018623906405324003,0.0,0.0,0.0,-0.018623906405324003
2015-11-16,0.00478731336308702,0.0,0.0,0.0,0.00478731336308702
2015-11-23,0.01578184862299119,0.0,0.0,0.0,0.01578184862299119
2015-12-01,-0.031663922245738954,-0.031663922245738954,0.0,0.0,-0.031663922245738954
2015-12-08,0.009676789610390962,0.0,0.0,0.0,0.009676789610390962
2015-12-15,0.006581266270423481,0.0,0.0,0.0,0.006581266270423481
2015-12-22,0.007340856935312034,0.007340856935312034,0.0,0.007340856935312034,0.007340856935312034
2015-12-30,-0.0067395792020519705,-0.0067395792020519705,0.0,-0.0067395792020519705,-0.0067395792020519705
2016-01-06,-0.006520574146421211,0.0,0.0,0.0,-0.006520574146421211
2016-01-13,-0.040278561189693356,0.0,0.0,0.0,-0.040278561189693356
2016-01-20,0.013063389776468023,0.0,0.0,0.0,0.013063389776468023
2016-01-28,0.016819099333916027,0.0,0.0,0.0,0.016819099333916027
2016-02-04,-0.0730225298249172,-0.0730225298249172,0.0,0.0,-0.0730225298249172
2016-02-11,0.014405472534425574,0.0,0.014405472534425574,0.0,0.014405472534425574
2016-02-18,-0.048457986702593034,0.0,0.0,0.0,-0.048457986702593034
2016-02-25,0.07478818644744373,0.0,0.07478818644744373,0.07478818644744373,0.07478818644744373
2016-03-03,0.01256866968532616,0.01256866968532616,0.0,0.01256866968532616,0.01256866968532616
2016-03-11,-0.000292320736391443,-0.000292320736391443,0.0,0.0,-0.000292320736391443
2016-03-18,0.024394975569356155,0.024394975569356155,0.0,0.024394975569356155,0.024394975569356155
2016-03-29,0.0034558746228261043,0.0034558746228261043,0.0,0.0034558746228261043,0.0034558746228261043
2016-04-05,0.005236950345035061,0.005236950345035061,0.0,0.005236950345035061,0.005236950345035061
2016-04-12,0.027048282996655865,0.0,0.0,0.0,0.027048282996655865
2016-04-22,0.036155247271070945,0.036155247271070945,0.0,0.0,0.036155247271070945
2016-04-29,-0.011286279125960016,-0.011286279125960016,0.0,0.0,-0.011286279125960016
2016-05-06,0.01879887948903977,0.01879887948903977,0.0,0.0,0.01879887948903977
2016-05-13,0.0,0.0,0.0,0.0,0.0
2016-05-20,0.039445032325268164,0.0,0.0,0.0,0.039445032325268164
2016-05-27,-0.012765226668759625,-0.012765226668759625,0.0,0.0,-0.012765226668759625
2016-06-03,-0.008900708267833722,0.0,0.0,0.0,-0.008900708267833722
2016-06-10,0.0074113262571276544,0.0,0.0,0.0,0.0074113262571276544
2016-06-17,-0.006945427452272266,0.0,0.0,0.0,-0.006945427452272266
2016-06-24,0.010792736947138235,0.0,0.0,0.0,0.010792736947138235
2016-07-01,0.02125889481118503,0.0,0.0,0.0,0.02125889481118503
2016-07-11,0.022826988348083898,0.022826988348083898,0.0,0.0,0.022826988348083898
2016-07-18,0.015764431941816724,0.015764431941816724,0.0,0.0,0.015764431941816724
2016-07-25,-0.0037363353340501464,-0.0037363353340501464,0.0,0.0,-0.0037363353340501464
2016-08-01,0.005855966798059929,0.005855966798059929,0.0,0.0,0.005855966798059929
2016-08-08,-0.017998381782630062,0.0,0.0,0.0,-0.017998381782630062
2016-08-16,0.01948906528848569,0.0,0.0,0.0,0.01948906528848569
2016-08-23,0.013648940075219896,0.0,0.0,0.0,0.013648940075219896
2016-08-30,0.014166387186310277,0.0,0.0,0.0,0.014166387186310277
2016-09-07,-0.005576701713037776,-0.005576701713037776,0.0,0.0,-0.005576701713037776
2016-09-15,0.021110844602597968,0.0,0.0,0.0,0.021110844602597968
2016-09-22,-0.02275698712261618,-0.02275698712261618,0.0,0.0,-0.02275698712261618
2016-09-29,0.003477229241365221,0.0,0.0,0.0,0.003477229241365221
2016-10-06,-0.03511812473176157,0.0,0.0,0.0,-0.03511812473176157
2016-10-17,0.02066026926515697,0.0,0.0,0.0,0.02066026926515697
2016-10-24,-0.00813938534640659,0.0,0.0,0.0,-0.00813938534640659
2016-10-30,-0.003075446921895741,0.0,0.0,0.0,-0.003075446921895741
2016-11-07,0.004226305397437603,0.0,0.0,0.0,0.004226305397437603
2016-11-15,-0.0462461968190913,-0.0462461968190913,0.0,0.0,-0.0462461968190913
2016-11-22,-0.016226236456772573,0.0,0.0,-0.016226236456772573,-0.016226236456772573
2016-11-29,0.01322687932086396,0.0,0.0,0.01322687932086396,0.01322687932086396
