Date,Price,Open,High,Low,Volume,
24-Sep-09,520.31,517.59,527.5,509.67,19.23M,
25-Sep-09,528.74,516.21,531.93,513.9,14.40M,
29-Sep-09,537.67,531.34,540.28,529.98,18.58M,
30-Sep-09,545.24,540.87,548.03,536.17,17.05M,
1-Oct-09,538.48,544.81,544.81,533.44,12.16M,
5-Oct-09,529.75,534.9,537.9,525.35,11.96M,
6-Oct-09,528.52,534.92,534.92,520.57,14.82M,
7-Oct-09,520.39,532.33,534.43,516.13,12.52M,
8-Oct-09,524.94,544.84,553.63,520.07,28.37M,
9-Oct-09,520.01,527.17,527.9,517.59,12.77M,
12-Oct-09,537.17,525.02,541.37,525.02,18.16M,
14-Oct-09,540.92,538.64,544.22,533.11,13.47M,
15-Oct-09,537.78,544.59,550.23,536.17,13.13M,
16-Oct-09,549.48,537.41,551.27,535.18,13.56M,
17-Oct-09,551.08,565.96,565.96,547.63,2.99M,
20-Oct-09,541.01,555.98,565.46,539.35,12.77M,
21-Oct-09,540.43,539.63,547.06,537.07,10.29M,
22-Oct-09,528.79,540.38,540.38,525.27,9.33M,
23-Oct-09,507.03,531.51,533.52,504.62,20.35M,
26-Oct-09,499.11,507.69,512.15,496.3,12.80M,
27-Oct-09,493.08,495.8,497.78,489.11,14.28M,
28-Oct-09,503.76,491.6,506.04,491.6,11.91M,
29-Oct-09,495.16,495.55,506.18,490.45,14.25M,
30-Oct-09,478.25,495.57,503.97,475.99,20.11M,
3-Nov-09,450.37,475.51,476.68,446.33,19.78M,
4-Nov-09,475.67,458.16,477.47,453.87,18.44M,
5-Nov-09,480.73,472.81,482.43,458.4,13.89M,
6-Nov-09,484.78,477.97,489.09,477.97,14.12M,
9-Nov-09,501.35,489.11,503.23,485.8,13.24M,
10-Nov-09,508.8,505.21,520.68,496.54,25.55M,
11-Nov-09,523.54,512.15,527.6,504.13,16.89M,
12-Nov-09,520.38,526.26,531.46,516.11,15.38M,
13-Nov-09,524.9,517.59,527.25,516.13,10.33M,
16-Nov-09,533.34,532.21,535.4,527.91,8.35M,
17-Nov-09,528.08,534.93,535.35,521.8,12.14M,
18-Nov-09,520.08,535.42,535.42,518.61,15.78M,
19-Nov-09,516.06,519.76,522.52,513.36,9.34M,
20-Nov-09,525.84,515.12,528.73,511.4,12.47M,
23-Nov-09,543.58,534.93,546.75,528.26,22.32M,
24-Nov-09,539.19,542.85,546.07,536.94,14.02M,
25-Nov-09,543.52,541.31,551.25,537.38,16.77M,
26-Nov-09,526.88,550.28,550.28,521.7,10.26M,
27-Nov-09,518.06,520.07,524.03,500.75,11.75M,
30-Nov-09,526.76,526.26,534.38,522.05,8.34M,
1-Dec-09,543.84,532.45,544.84,528.59,5.77M,
2-Dec-09,545.06,547.44,554.07,540.48,9.54M,
3-Dec-09,544.66,547.26,554.74,540.92,8.04M,
4-Dec-09,539.09,540.38,548.3,535.08,6.44M,
7-Dec-09,522.55,538.89,541.91,520.07,9.54M,
8-Dec-09,535.1,525.02,537.13,522.62,9.43M,
9-Dec-09,530.89,529.98,533.94,526.09,5.16M,
10-Dec-09,530.87,531.81,535.92,526.01,5.97M,
11-Dec-09,530.6,534.93,538.89,527.25,7.13M,
