Date	Price	Open	High	Low	Volume	Change %
16-Sep-15	236.8	236.4	237.75	235	11.27M	1.20%
18-Sep-15	242	240	246.45	239.5	16.05M	2.20%
21-Sep-15	245.25	239.55	246	237.25	9.60M	1.34%
22-Sep-15	237.95	247.95	248.45	236.25	13.67M	-2.98%
23-Sep-15	239.85	235	241.9	233.6	13.61M	0.80%
24-Sep-15	239.05	239.45	241.45	238.05	9.30M	-0.33%
28-Sep-15	239.45	241	243.65	238.65	8.59M	0.17%
29-Sep-15	241.9	236	245.4	232.2	24.49M	1.02%
30-Sep-15	237.15	244.85	245.4	235.7	17.01M	-1.96%
1-Oct-15	235.15	241.2	241.9	234.4	11.59M	-0.84%
5-Oct-15	240	238.1	241.35	237.25	18.31M	2.06%
6-Oct-15	240.1	242.7	242.8	237.7	10.09M	0.04%
7-Oct-15	243.55	240.15	244.25	239.05	10.61M	1.44%
8-Oct-15	243.3	242.45	245.2	241.1	9.23M	-0.10%
9-Oct-15	243.45	245.5	247.8	240.65	12.17M	0.06%
12-Oct-15	244.55	244.1	245.65	241.3	7.57M	0.45%
13-Oct-15	243.8	244	247.5	242.05	10.20M	-0.31%
14-Oct-15	244.25	243.7	246.8	243.2	7.90M	0.18%
15-Oct-15	248.95	246	249.9	245.5	11.58M	1.92%
16-Oct-15	254.85	249.85	257.15	248.35	11.74M	2.37%
19-Oct-15	254.5	256.65	257.1	253.5	8.97M	-0.14%
20-Oct-15	254.85	254.5	257.1	253.2	8.81M	0.14%
21-Oct-15	249.8	254	255.9	248.55	8.61M	-1.98%
23-Oct-15	253.4	253	254.85	252	7.54M	1.44%
26-Oct-15	251.25	254.75	256	250.35	13.09M	-0.85%
27-Oct-15	248.8	250.1	252.2	248.1	6.57M	-0.98%
28-Oct-15	242.05	248	249.45	241.2	12.31M	-2.71%
29-Oct-15	236.95	241.5	241.8	236.45	16.11M	-2.11%
30-Oct-15	237.05	238.7	240.4	235.1	8.67M	0.04%
2-Nov-15	236.9	238	238	232.7	7.61M	-0.06%
3-Nov-15	235.95	239.35	239.7	235	8.32M	-0.40%
4-Nov-15	239	239.2	240.5	237	8.42M	1.29%
5-Nov-15	233.9	238	239	233.1	8.91M	-2.13%
6-Nov-15	243	235.6	244.8	233	30.82M	3.89%
9-Nov-15	246.1	236	248.3	235.6	22.81M	1.28%
10-Nov-15	241.2	244.9	247.25	240.1	11.77M	-1.99%
11-Nov-15	243.15	243	244.25	242.55	2.06M	0.81%
13-Nov-15	240.25	241.5	241.8	237.7	9.08M	-1.19%
16-Nov-15	248.3	239.5	249.35	239.1	14.05M	3.35%
17-Nov-15	247.85	250	251.65	246.7	11.27M	-0.18%
18-Nov-15	241	247.6	248.7	239.45	10.40M	-2.76%
19-Nov-15	243.9	243.05	245	241.4	7.33M	1.20%
20-Nov-15	242.95	243.95	249.9	242	13.72M	-0.39%
23-Nov-15	242.7	243.9	245.25	240.55	10.55M	-0.10%
24-Nov-15	241.4	242.5	244	240.6	6.65M	-0.54%
26-Nov-15	242.5	241.95	244.9	241	13.63M	0.46%
27-Nov-15	249.7	243	250.5	242.8	15.15M	2.97%
30-Nov-15	250.2	249.65	253	245	12.87M	0.20%
1-Dec-15	250.2	250.85	251.9	249.3	9.50M	0.00%
2-Dec-15	244.6	250.55	250.65	243.75	10.88M	-2.24%
3-Dec-15	241.1	244.15	244.5	240.4	7.16M	-1.43%
4-Dec-15	241.1	240	242.15	238.05	11.12M	0.00%
7-Dec-15	238.65	242.95	242.95	238	7.53M	-1.02%
8-Dec-15	235.95	238.1	239.95	235.3	8.25M	-1.13%
9-Dec-15	234.4	235.4	238.2	233.6	7.41M	-0.66%
10-Dec-15	231.95	236	236.75	230.6	11.71M	-1.05%
11-Dec-15	227.3	232.9	233.9	225.1	12.87M	-2.00%
14-Dec-15	225.95	224.9	227.7	224	12.46M	-0.59%
15-Dec-15	226.4	227	227.15	224	10.40M	0.20%
16-Dec-15	227.3	227.75	229.6	225.25	13.03M	0.40%
17-Dec-15	230.9	230	232.4	228.5	14.54M	1.58%
18-Dec-15	226.5	229.95	232.35	225.8	18.87M	-1.91%
21-Dec-15	230.45	226.9	231	226.5	9.56M	1.74%
22-Dec-15	228.35	231.65	232.25	227.5	9.16M	-0.91%
23-Dec-15	229.65	230.25	231	228.9	7.91M	0.57%
24-Dec-15	228.3	230.85	231	227.6	7.26M	-0.59%
28-Dec-15	228.9	229.05	229.95	228	8.76M	0.26%
29-Dec-15	228.2	228.85	229.95	227.5	7.26M	-0.31%
30-Dec-15	225.8	229	229.7	224.85	11.70M	-1.05%
31-Dec-15	224.45	225.95	226.55	224	11.56M	-0.60%
1-Jan-16	227.8	225	228.9	224.5	6.45M	1.49%
4-Jan-16	220.7	226.95	226.95	220.05	14.09M	-3.12%
5-Jan-16	217.75	222.8	222.8	217	15.07M	-1.34%
6-Jan-16	216.85	217.9	219.9	216.4	11.92M	-0.41%
7-Jan-16	209.55	214	214.1	209	14.34M	-3.37%
8-Jan-16	208.95	212	212.5	208.6	11.75M	-0.29%
11-Jan-16	204.3	206.8	207.5	202.65	19.29M	-2.23%
12-Jan-16	199.4	204.85	205	198.6	20.32M	-2.40%
13-Jan-16	200.9	201.35	202.4	194	23.79M	0.75%
14-Jan-16	196.05	197	201.5	194.3	20.26M	-2.41%
15-Jan-16	184.3	197.8	197.8	181	29.09M	-5.99%
18-Jan-16	181	184.9	188.15	179.15	35.65M	-1.79%
19-Jan-16	182.95	182.15	187.8	181.5	24.50M	1.08%
20-Jan-16	173.65	180.65	180.65	171.5	28.66M	-5.08%
21-Jan-16	175.6	177	178.65	172.05	28.70M	1.12%
22-Jan-16	184.6	179.9	185.4	178.3	21.43M	5.13%
25-Jan-16	182.95	187.9	188.8	182.5	17.53M	-0.89%
27-Jan-16	184.4	184.4	186.2	181.05	16.57M	0.79%
28-Jan-16	185.25	184.2	185.9	182.5	20.24M	0.46%
29-Jan-16	179.9	184.2	185.75	178.1	24.26M	-2.89%
1-Feb-16	172.75	181.95	181.95	172.1	22.92M	-3.97%
2-Feb-16	169.4	173.1	177.4	168.6	35.96M	-1.94%
3-Feb-16	166.05	167.8	167.8	163.25	24.13M	-1.98%
4-Feb-16	162.85	169.3	169.8	160.2	23.81M	-1.93%
5-Feb-16	168.2	163.7	169.3	162.2	22.73M	3.29%
8-Feb-16	172.15	169.45	176.9	168.55	22.29M	2.35%
9-Feb-16	167.05	168	172.4	166.1	19.01M	-2.96%
10-Feb-16	159	165	166.2	158	32.29M	-4.82%
11-Feb-16	154.25	159.5	167.5	152.2	72.75M	-2.99%
12-Feb-16	154.8	156.15	157.65	148.25	41.19M	0.36%
15-Feb-16	167.85	159	170	158	35.96M	8.43%
16-Feb-16	156.4	170.75	170.75	155.65	33.82M	-6.82%
17-Feb-16	158.95	155	159.85	151.25	32.45M	1.63%
18-Feb-16	159.8	161.95	163.7	156.4	21.02M	0.53%
19-Feb-16	164.7	157.9	165.3	157.1	24.59M	3.07%
22-Feb-16	164.95	165.95	166.8	163.7	15.82M	0.15%
23-Feb-16	158.5	165	165	158	20.20M	-3.91%
24-Feb-16	156.3	156	160.7	155.3	19.44M	-1.39%
25-Feb-16	151.8	157.6	158.1	151	22.71M	-2.88%
26-Feb-16	155.9	155.5	158.7	152.55	30.05M	2.70%
29-Feb-16	158.75	158.2	163.9	153	66.98M	1.83%
1-Mar-16	162.05	160.5	162.9	158.55	23.59M	2.08%
2-Mar-16	181.15	172.5	183.2	172.5	53.33M	11.79%
3-Mar-16	182.75	184	184.6	178.5	33.51M	0.88%
4-Mar-16	188.4	183.4	189.85	178.5	38.86M	3.09%
8-Mar-16	183.35	186.95	186.95	181.4	27.93M	-2.68%
9-Mar-16	183.4	180	184	178.7	29.45M	0.03%
10-Mar-16	180.5	184.75	184.75	179.4	20.47M	-1.58%
11-Mar-16	180.1	180	182.65	177.55	21.87M	-0.22%
14-Mar-16	181.75	182.45	183.4	180.7	14.37M	0.92%
15-Mar-16	185.3	181.65	186.2	181.65	22.37M	1.95%
16-Mar-16	185.2	185	185.9	181.6	19.24M	-0.05%
17-Mar-16	186.35	188	189.3	185	21.56M	0.62%
18-Mar-16	191.25	186.85	192	186	21.14M	2.63%
21-Mar-16	196.8	193	197.3	193	20.68M	2.90%
22-Mar-16	197.5	196.8	198.25	194.5	16.73M	0.36%
23-Mar-16	196.6	196.9	197.6	195.3	13.36M	-0.46%
28-Mar-16	188.3	195.8	198.25	187.65	19.76M	-4.22%
29-Mar-16	189.5	188.5	191.25	186.65	16.80M	0.64%
30-Mar-16	197.55	192.25	198.3	190.5	20.71M	4.25%
31-Mar-16	194.25	197.85	198.75	192.35	30.13M	-1.67%
1-Apr-16	195.65	193.7	197.25	192	21.75M	0.72%
4-Apr-16	194.7	197.3	197.45	192.55	15.73M	-0.49%
5-Apr-16	184.35	193.9	194.55	183.3	36.64M	-5.32%
6-Apr-16	183.85	185	185.5	182.2	16.35M	-0.27%
7-Apr-16	181.95	183.8	185.65	181	19.43M	-1.03%
8-Apr-16	183.1	181.65	183.95	180.2	15.81M	0.63%
11-Apr-16	188.25	183.85	188.9	182	18.99M	2.81%
12-Apr-16	187.8	188.5	190.25	186.3	14.56M	-0.24%
13-Apr-16	191.9	191.55	193.8	190.8	17.57M	2.18%
18-Apr-16	186.75	191.45	191.5	185.6	13.99M	-2.68%
20-Apr-16	187.3	188.35	188.65	184.1	20.16M	0.29%
21-Apr-16	194.35	190.5	197.4	190	31.01M	3.76%
22-Apr-16	200.15	193.6	201.5	191.55	34.05M	2.98%
25-Apr-16	197.05	200.95	202.55	195.8	23.84M	-1.55%
26-Apr-16	200.95	195.95	201.4	194.55	21.81M	1.98%
27-Apr-16	196.15	200.9	200.9	195.5	22.80M	-2.39%
28-Apr-16	192.05	196.75	198.2	191.2	24.56M	-2.09%
29-Apr-16	189	191.9	194	186.45	21.02M	-1.59%
2-May-16	186	187.6	188.45	185.5	14.47M	-1.59%
3-May-16	184.05	187	189.35	183.65	16.25M	-1.05%
4-May-16	179.95	183.5	184.4	179.15	17.83M	-2.23%
5-May-16	180.35	180.25	182.7	178.5	17.74M	0.22%
6-May-16	184.35	180.95	184.95	180.1	18.34M	2.22%
9-May-16	188.7	186.5	189.4	185.05	13.86M	2.36%
10-May-16	189.5	187.6	190.3	186.7	13.85M	0.42%
11-May-16	185	185.4	188.5	184.1	18.13M	-2.37%
12-May-16	188.5	187.1	189.5	185.4	17.40M	1.89%
13-May-16	184.85	187.95	187.95	184.3	15.55M	-1.94%
16-May-16	176.8	185	185	175.15	30.94M	-4.35%
17-May-16	176.85	178.5	178.6	175.25	22.18M	0.03%
18-May-16	179.95	176.9	180.45	173.55	25.35M	1.75%
19-May-16	172.7	181	181	171.9	25.48M	-4.03%
20-May-16	171.35	173.5	174.7	170.55	16.72M	-0.78%
23-May-16	168.4	172.3	172.7	168.2	16.19M	-1.72%
24-May-16	169.5	168.8	170.4	166.4	14.82M	0.65%
25-May-16	175.1	171.5	175.8	171.45	18.90M	3.30%
26-May-16	184.15	175.1	185.5	173.5	30.70M	5.17%
27-May-16	195.9	184	202.4	181.5	85.59M	6.38%
30-May-16	198.85	200.2	203.9	194.6	46.08M	1.51%
31-May-16	204.95	198.8	205.7	196.2	39.46M	3.07%
1-Jun-16	198.25	205.95	208.3	196.6	41.87M	-3.27%
2-Jun-16	200.55	197.85	202.3	195.55	23.50M	1.16%
3-Jun-16	196.6	201	202.15	195.4	24.57M	-1.97%
6-Jun-16	198.9	197.45	202.6	197.1	23.62M	1.17%
7-Jun-16	210.15	200.45	211.15	200.15	66.06M	5.66%
8-Jun-16	210.7	210.15	211.9	207.55	35.16M	0.26%
9-Jun-16	209.95	210	212.8	208.3	27.86M	-0.36%
10-Jun-16	205.95	209.35	211.5	205.3	25.60M	-1.91%
13-Jun-16	201.8	201.5	202.6	200.2	21.19M	-2.02%
14-Jun-16	207.7	204.35	208.6	203.8	23.92M	2.92%
15-Jun-16	216.05	209.75	217.55	208.55	48.36M	4.02%
16-Jun-16	216	216	218.5	213.05	48.12M	-0.02%
17-Jun-16	213.45	216.75	217.5	211.6	26.49M	-1.18%
20-Jun-16	215.9	208	216.7	207.9	32.63M	1.15%
21-Jun-16	214	215	217.5	213.15	18.96M	-0.88%
22-Jun-16	212.9	214	215.25	211.45	16.40M	-0.51%
23-Jun-16	217.55	213	218	212.75	20.67M	2.18%
24-Jun-16	211.25	205.9	212.35	202.5	47.22M	-2.90%
27-Jun-16	217.15	210.8	218.85	210.55	29.02M	2.79%
28-Jun-16	215.9	216.75	218.65	215.4	21.78M	-0.58%
29-Jun-16	217.2	217.9	218.8	216.1	18.02M	0.60%
30-Jun-16	218.8	220	221.9	217.9	30.60M	0.74%
1-Jul-16	219.6	220.8	221	218.9	15.35M	0.37%
4-Jul-16	223	222.35	224.35	222	16.53M	1.55%
5-Jul-16	223.5	223.25	225.15	221.55	15.36M	0.22%
7-Jul-16	220.05	223.9	224.6	219.35	12.92M	-1.54%
8-Jul-16	218.3	220.15	220.85	216.5	16.02M	-0.80%
11-Jul-16	224.7	223.6	225.45	222	15.83M	2.93%
12-Jul-16	226.7	225	227.2	224.15	19.37M	0.89%
13-Jul-16	227.7	227	228.5	223.95	18.38M	0.44%
14-Jul-16	232	227	232.85	226	21.21M	1.89%
15-Jul-16	231.5	232.9	234.4	230.8	15.07M	-0.22%
18-Jul-16	228.75	232.4	233.85	228.2	11.82M	-1.19%
19-Jul-16	229.6	230	232.15	227	19.77M	0.37%
20-Jul-16	231.15	230.65	232.75	229.2	18.05M	0.68%
21-Jul-16	225.65	231.65	232.1	224.4	13.31M	-2.38%
22-Jul-16	223.5	225.4	225.9	222.1	12.34M	-0.95%
25-Jul-16	229.9	223	231	222.7	18.43M	2.86%
26-Jul-16	226.7	230	232.2	225.9	14.16M	-1.39%
27-Jul-16	229.25	227.75	231	226.8	17.63M	1.12%
28-Jul-16	231	230.15	235.15	229.3	26.84M	0.76%
29-Jul-16	229.4	230	232.7	228.4	15.58M	-0.69%
1-Aug-16	227.3	230.8	232.65	225.3	16.07M	-0.92%
2-Aug-16	228.05	229.3	230.9	227.3	16.15M	0.33%
3-Aug-16	226.65	228.5	230.5	225.8	14.84M	-0.61%
4-Aug-16	225.65	228.45	228.7	223.2	17.81M	-0.44%
5-Aug-16	232.75	227.35	233.9	226.9	21.26M	3.15%
8-Aug-16	233.25	233.95	235.9	231.7	16.97M	0.21%
9-Aug-16	235.15	234.25	238	232.65	19.85M	0.81%
10-Aug-16	231.5	236.75	236.9	231.05	16.28M	-1.55%
11-Aug-16	227.15	231.5	231.6	226.1	16.67M	-1.88%
12-Aug-16	243.3	227	247.95	224.4	86.62M	7.11%
16-Aug-16	246.75	245.25	247.9	242.65	27.71M	1.42%
17-Aug-16	246.25	246.45	249.8	244.3	18.29M	-0.20%
18-Aug-16	248.4	246.9	250.4	246.55	14.31M	0.87%
19-Aug-16	258.5	255	260	253.5	39.82M	4.07%
22-Aug-16	254.8	259.8	260.4	254	19.77M	-1.43%
23-Aug-16	254.75	254.9	255.8	251	17.58M	-0.02%
24-Aug-16	254.4	254.95	256.2	253.5	11.56M	-0.14%
25-Aug-16	250.15	254.9	255.55	248.6	21.23M	-1.67%
26-Aug-16	246.6	250.3	250.7	245.85	16.53M	-1.42%
29-Aug-16	249.05	245.85	249.85	244.25	11.79M	0.99%
30-Aug-16	252.25	250.15	252.9	249.8	15.32M	1.28%
31-Aug-16	252.5	253.25	255.8	251.2	15.60M	0.10%
1-Sep-16	252	251.95	254.85	251.15	12.18M	-0.20%
2-Sep-16	254.6	252	255.2	251.65	11.38M	1.03%
6-Sep-16	260.1	257.2	261.5	256	16.62M	2.16%
7-Sep-16	266.8	262.9	270.3	260.4	30.86M	2.58%
8-Sep-16	268.35	268	271.6	266.9	14.34M	0.58%
9-Sep-16	264.1	268.4	268.4	263.35	11.46M	-1.58%
12-Sep-16	252.75	257.5	258.75	251.8	18.99M	-4.30%
14-Sep-16	257.55	255	258	253	12.75M	1.90%
15-Sep-16	256	258.35	258.35	254.2	7.78M	-0.60%
16-Sep-16	254.3	257.95	262	253.4	18.01M	-0.66%
19-Sep-16	255.65	256	258.3	255.2	11.43M	0.53%
20-Sep-16	254.45	256.4	256.4	253.65	9.91M	-0.47%
21-Sep-16	251.15	254.5	256.25	250.65	12.82M	-1.30%
22-Sep-16	257.9	257.9	258.45	255.1	20.80M	2.69%
23-Sep-16	254.55	258.8	258.8	253.8	12.73M	-1.30%
26-Sep-16	251.65	253.95	254.45	250.65	8.80M	-1.14%
27-Sep-16	249	253.15	253.9	248.3	11.35M	-1.05%
28-Sep-16	253.75	250	255.8	248.05	17.28M	1.91%
29-Sep-16	247.25	255	256.75	243.5	27.87M	-2.56%
30-Sep-16	251.25	246.85	252.5	245.8	14.83M	1.62%
3-Oct-16	255.3	253	256.65	252.65	9.31M	1.61%
4-Oct-16	259.75	255.8	262	253.8	21.53M	1.74%
5-Oct-16	260.85	262	264.9	259.55	20.87M	0.42%
6-Oct-16	256.8	261.35	262	255.65	11.08M	-1.55%
7-Oct-16	258.7	257.25	259.9	255.25	11.93M	0.74%
10-Oct-16	256.6	259.35	260.3	256.05	9.40M	-0.81%
13-Oct-16	249.65	254.95	255.35	245.85	18.05M	-2.71%
14-Oct-16	252.1	251	253.55	249.1	12.13M	0.98%
17-Oct-16	253.2	253.75	256.45	252	16.87M	0.44%
18-Oct-16	256.9	254.9	257.7	253.8	20.22M	1.46%
19-Oct-16	255.4	258	258	254.85	9.55M	-0.58%
20-Oct-16	260.2	255.7	260.9	255.3	14.18M	1.88%
21-Oct-16	258.5	259.75	259.75	256.1	8.83M	-0.65%
24-Oct-16	262.95	259.3	264.9	259.3	14.48M	1.72%
25-Oct-16	261.45	264	264.55	260.75	9.08M	-0.57%
26-Oct-16	258.75	260.4	264.85	256.8	15.02M	-1.03%
27-Oct-16	255.4	258	258.1	254.3	10.94M	-1.29%
28-Oct-16	258	255.9	258.8	254	11.43M	1.02%
30-Oct-16	257.6	258.9	260	256.6	2.11M	-0.16%
1-Nov-16	258.95	257	260.9	256.5	10.00M	0.52%
2-Nov-16	251.05	254.1	256	250.55	13.72M	-3.05%
3-Nov-16	245.65	251.15	252.8	244.85	12.90M	-2.15%
4-Nov-16	242.85	246.25	247.4	240.3	12.66M	-1.14%
7-Nov-16	252.7	248	253.9	245.5	11.22M	4.06%
8-Nov-16	252.65	253.7	254.1	248.65	9.37M	-0.02%
9-Nov-16	260	235	261.05	235	31.76M	2.91%
10-Nov-16	281.3	267	284.2	265.25	50.23M	8.19%
11-Nov-16	273	278.75	288.8	270.5	57.94M	-2.95%
15-Nov-16	278.2	275.15	283.45	270.7	48.66M	1.90%
16-Nov-16	277.2	284	284.8	276.15	27.53M	-0.36%
17-Nov-16	277.45	278	282.2	275.6	19.50M	0.09%
18-Nov-16	275.8	278.15	280	274.85	13.39M	-0.59%
21-Nov-16	257.35	277.15	277.6	255.85	26.00M	-6.69%
22-Nov-16	257.35	260.8	262.65	251.15	25.63M	0.00%
23-Nov-16	258.65	259.8	260.35	254.75	16.19M	0.51%
24-Nov-16	261.75	257.8	263	254.55	28.93M	1.20%
25-Nov-16	260.95	263.5	264.5	258.35	19.30M	-0.31%
28-Nov-16	253.55	253.45	257.75	248	22.32M	-2.84%
29-Nov-16	252.7	254.25	256.5	252	12.66M	-0.34%
30-Nov-16	258.35	254	260.15	252.7	16.50M	2.24%
1-Dec-16	255.65	259.65	261	254.65	12.99M	-1.05%
2-Dec-16	254.1	253.95	261.4	253	21.14M	-0.61%
5-Dec-16	256.9	254.4	257.8	253.2	8.41M	1.10%
6-Dec-16	259.1	258.5	260.15	256.35	10.05M	0.86%
7-Dec-16	255.6	260.35	262.75	251.65	22.19M	-1.35%
8-Dec-16	259.9	258.45	260.5	258.05	9.05M	1.68%
9-Dec-16	266.65	260.8	267.2	258.8	16.00M	2.60%
12-Dec-16	263.65	268.9	269.35	262.3	14.30M	-1.13%
13-Dec-16	266.15	264.9	266.75	261.55	9.08M	0.95%
14-Dec-16	262.9	266	266.25	262.3	8.67M	-1.22%
15-Dec-16	265.4	259.9	267.5	259	12.27M	0.95%
16-Dec-16	264.75	266.35	266.35	263.05	11.02M	-0.24%
19-Dec-16	261.35	263.35	264.5	260.85	8.37M	-1.28%
20-Dec-16	254.55	261.85	262.9	253.25	12.77M	-2.60%
21-Dec-16	255.35	256.1	258	254.1	8.78M	0.31%
22-Dec-16	249.8	254.25	254.25	248.35	12.98M	-2.17%
23-Dec-16	249.15	249.75	251.8	247.8	10.56M	-0.26%
26-Dec-16	244.2	248	248.3	243.6	8.59M	-1.99%
27-Dec-16	248.75	244.6	249.95	243.1	8.76M	1.86%
28-Dec-16	247.75	249.25	252.5	247.15	11.75M	-0.40%
29-Dec-16	247.65	247.65	248.85	245.5	10.66M	-0.04%
30-Dec-16	250.2	247.75	252.3	247.25	10.54M	1.03%
2-Jan-17	243.6	252.5	253.65	242.6	25.99M	-2.64%
3-Jan-17	244.9	244	246.4	241.1	15.96M	0.53%
4-Jan-17	242.9	245.8	246.4	242.2	11.23M	-0.82%
5-Jan-17	245.35	245	245.9	243.7	11.97M	1.01%
6-Jan-17	245.9	246	249	245.5	12.35M	0.22%
9-Jan-17	247.05	246.4	248.35	246	8.33M	0.47%
10-Jan-17	248.3	247.7	249	246.4	9.35M	0.51%
11-Jan-17	252.15	249.65	253.2	249	13.42M	1.55%
12-Jan-17	251.25	252.9	254.45	250.55	11.28M	-0.36%
13-Jan-17	250.9	252	252.6	249.1	9.33M	-0.14%
16-Jan-17	255.75	251.05	256.4	250.7	13.23M	1.93%
17-Jan-17	256	257.45	258.65	254.4	9.48M	0.10%
18-Jan-17	258.35	257.1	259.3	256.6	8.05M	0.92%
19-Jan-17	258.4	257.2	262	256.5	13.03M	0.02%
20-Jan-17	251.05	258.5	260.5	250.3	15.34M	-2.84%
23-Jan-17	254.15	251	255.2	250.1	9.34M	1.23%
24-Jan-17	254.9	255.1	257	254	13.54M	0.30%
25-Jan-17	259.2	255.55	261	254.2	16.34M	1.69%
27-Jan-17	266.45	260.3	268.2	259.5	18.04M	2.80%
30-Jan-17	263.95	265.85	267.9	263.4	11.88M	-0.94%
31-Jan-17	260.35	261.15	263.85	259.65	8.90M	-1.36%
1-Feb-17	270.7	262	271.9	261.6	27.25M	3.98%
2-Feb-17	273.3	271.85	275	268.7	20.14M	0.96%
3-Feb-17	277.55	273	278.55	272	15.37M	1.56%
6-Feb-17	277.05	280	282.5	276	14.73M	-0.18%
7-Feb-17	277.9	277.85	280	276.3	10.98M	0.31%
8-Feb-17	277.2	278.1	279.25	272.6	13.62M	-0.25%
9-Feb-17	275.85	278.8	280.3	270.85	16.08M	-0.49%
10-Feb-17	276.35	278.75	282.8	275	37.58M	0.18%
13-Feb-17	271.65	277.8	278.25	270.2	19.85M	-1.70%
14-Feb-17	270.2	272	273	268.1	13.31M	-0.53%
15-Feb-17	268.95	270.95	272.5	267.05	12.20M	-0.46%
16-Feb-17	270.5	277	277	269.65	21.79M	0.58%
17-Feb-17	269.35	271.15	273.65	267.7	17.83M	-0.43%
20-Feb-17	269.65	269.9	271.55	268	9.23M	0.11%
21-Feb-17	270.7	270	271.5	268.65	7.75M	0.39%
22-Feb-17	272.3	271.9	274.7	269.5	12.62M	0.59%
23-Feb-17	270.45	271.7	273	269.6	13.15M	-0.68%
27-Feb-17	268.25	270.8	271.45	267.6	9.65M	-0.81%
28-Feb-17	269.2	268.9	271.25	268	7.94M	0.35%
1-Mar-17	271.75	270	273.3	269.8	7.66M	0.95%
2-Mar-17	267.3	273	274.7	266.5	14.22M	-1.64%
3-Mar-17	265.05	266.25	268.9	264.25	10.12M	-0.84%
6-Mar-17	269.85	266.6	270.35	266.35	9.52M	1.81%
7-Mar-17	267.8	270.8	270.9	266.4	11.60M	-0.76%
8-Mar-17	269.9	267.8	270.3	266	9.12M	0.78%
9-Mar-17	273.25	269	273.9	268.4	15.59M	1.24%
10-Mar-17	272.05	274.5	275.55	269.5	9.56M	-0.44%
14-Mar-17	274.65	278.4	278.4	273.8	15.73M	0.96%
15-Mar-17	277.35	272.65	280.5	272.65	20.06M	0.98%
16-Mar-17	279.3	278	280.2	276.05	18.01M	0.70%
17-Mar-17	274.15	279.45	279.5	273.5	14.27M	-1.84%
20-Mar-17	273.9	274.75	274.75	271.8	9.68M	-0.09%
21-Mar-17	272.35	274.4	277.05	270.15	11.90M	-0.57%
22-Mar-17	267.5	270.3	271	266.8	9.89M	-1.78%
23-Mar-17	268.5	269	269.4	266.7	8.00M	0.37%
24-Mar-17	276.5	269.5	278.95	268.65	20.13M	2.98%
27-Mar-17	279.45	276	280.8	275.2	15.97M	1.07%
28-Mar-17	282.1	280.65	282.9	278.5	18.67M	0.95%
29-Mar-17	288.45	283.15	289.9	283.15	31.01M	2.25%
30-Mar-17	291.05	289	293.75	288.85	19.68M	0.90%
31-Mar-17	293.4	292	295	288.5	20.19M	0.81%
3-Apr-17	293.15	294.8	295.7	292.2	10.51M	-0.09%
5-Apr-17	297.35	293.3	298.75	289.65	21.94M	1.43%
6-Apr-17	292.85	295.45	297.55	291.45	18.41M	-1.51%
7-Apr-17	289.45	291.7	294.8	287.65	10.77M	-1.16%
10-Apr-17	289.35	289.8	290.35	286.55	10.31M	-0.03%
11-Apr-17	294.5	289.3	295.15	288.8	11.68M	1.78%
12-Apr-17	290.15	294	295.45	289.1	13.25M	-1.48%
13-Apr-17	291.55	290.25	293.1	290	9.94M	0.48%
17-Apr-17	289.9	291.1	292.75	288.5	8.15M	-0.57%
18-Apr-17	290.3	291.05	296.9	288.4	13.46M	0.14%
19-Apr-17	284.05	291.55	291.75	282.9	18.15M	-2.15%
20-Apr-17	284.8	283.9	286.9	282.2	14.51M	0.26%
21-Apr-17	282.2	287	287	279.25	12.04M	-0.91%
24-Apr-17	286.05	283.25	287.85	280.9	10.08M	1.36%
25-Apr-17	286.05	287.5	288.8	285	11.53M	0.00%
26-Apr-17	286.45	287.1	289.5	283.35	13.84M	0.14%
27-Apr-17	282.05	286.45	287.95	281.05	22.62M	-1.54%
28-Apr-17	289.75	283	290.75	282.5	14.15M	2.73%
2-May-17	288.3	290.25	292.5	287.1	9.75M	-0.50%
3-May-17	289.8	289.4	293.2	285.8	13.95M	0.52%
4-May-17	299.05	294	300	293.1	24.53M	3.19%
5-May-17	296	301	304.9	292.15	34.76M	-1.02%
8-May-17	299.4	296.1	300.75	293.9	11.56M	1.15%
9-May-17	296.5	300.9	300.9	295.25	7.84M	-0.97%
10-May-17	294.45	297	298.15	293	8.70M	-0.69%
11-May-17	298.1	295.9	299.4	294.45	11.93M	1.24%
12-May-17	297.9	300	302.6	296	13.38M	-0.07%
15-May-17	301.4	298.4	302	297.5	10.38M	1.17%
16-May-17	307.5	302	308.4	299.35	17.53M	2.02%
17-May-17	307.65	308	308.8	305.5	14.12M	0.05%
18-May-17	302.95	304.85	307.9	302	15.47M	-1.53%
19-May-17	308	304.45	315.3	302	55.25M	1.67%
22-May-17	294.3	308.95	309.4	293.2	35.77M	-4.45%
23-May-17	288.85	295	295.9	287.25	19.85M	-1.85%
24-May-17	283.15	290.05	290.45	281.65	16.44M	-1.97%
25-May-17	290.1	284.15	291.35	283.55	15.02M	2.45%
26-May-17	288.45	290.5	291	285.3	12.30M	-0.57%
29-May-17	284	288.9	290.85	283.3	10.62M	-1.54%
30-May-17	288.85	283.4	289.75	281.05	9.64M	1.71%
31-May-17	288.3	289	291.5	287.2	10.70M	-0.19%
1-Jun-17	287.45	287.95	291.4	284.6	12.19M	-0.29%
2-Jun-17	287.05	289.9	290.5	286.35	12.00M	-0.14%
5-Jun-17	287.25	288.05	289.75	286.75	7.92M	0.07%
